id,predicted_price
2591820310,390750.4
7974200820,807447.8
7701450110,1081043.6
9522300010,1450735.6
9510861140,757717.25
1761300310,243215.83
7732410120,785558.9
7010701383,575504.06
291310170,436777.6
4232901990,568492.9
6840701125,654052.56
3971700580,393001.72
4202400078,243568.17
6064800090,357091.6
2626119028,230920.14
3303980660,1055470.6
862000020,586462.7
2386000070,951457.06
1138000450,335371.7
1775800420,458180.12
2291401425,361655.62
2025770560,1126110.8
3525069037,724758.5
9324800450,595495.94
8080400136,495331.56
8651540040,510928.4
9407001790,271629.88
1773101530,149366.0
9432900250,339289.7
1794500695,531283.06
2220069003,359380.6
923000120,506268.66
5728000060,528109.6
16000200,262510.28
1926059094,488620.44
6672900220,1069449.1
3629860060,794544.5
1822069109,420744.47
6675500105,386853.06
249000180,1887482.8
226059065,510445.28
396100110,273145.9
9264450460,347185.7
7853361210,395741.97
9474700020,271904.1
421000455,248937.48
3755200220,404150.06
7960100075,443030.94
9477100490,372270.7
9138100350,793605.44
1624049275,433000.53
2770606890,474212.62
1157200189,473985.66
2770601800,480394.06
9301300805,580261.25
2325069032,1231001.2
1021079099,353635.5
7215730040,716046.4
1853200080,509587.28
3224600340,663848.9
3222049120,441559.25
2113700025,335970.62
7893207925,222340.28
3586501085,546077.94
8024200010,442847.2
7116500705,172376.1
1598600209,336817.56
7204200025,798530.3
4206901505,562042.8
2937300440,878311.44
7205000180,304826.25
8718500665,352887.6
5318101765,881129.5
4122700020,1034236.0
8078700020,544322.1
3303980680,838505.5
8924100372,1181724.0
2781270210,206740.88
519000043,530992.3
3225069301,1389100.8
151000075,747698.5
2297400020,426262.25
6617500085,597164.0
104510180,242661.86
3528900060,1016159.6
3345100286,455684.94
1226039130,441635.9
8712100720,792964.7
3037200010,371879.3
3626039268,449807.72
104510230,237872.36
5112800060,420498.97
6072400280,661871.5
5317100570,1114336.9
9528102993,497485.12
2919201095,494624.44
6181400920,247122.52
185000161,248107.95
8691400010,793656.1
3345700165,496379.0
6151800486,263390.97
4340000080,1324792.9
4136960010,644241.6
3634100030,415423.25
1624059224,1083841.1
2788400090,244005.97
9828200762,454159.53
7524400250,583479.75
3528000290,747442.56
5700003630,2223334.5
2720069019,291464.78
7227501170,250889.69
2397101270,564261.94
6792100090,680775.44
2770602265,532781.9
3971700937,294486.22
422049203,223480.16
3076500830,286989.25
1423400260,279671.94
9161100795,426112.7
3126049052,459285.66
5100401468,378292.53
514500235,430870.47
1423200170,211963.98
1402100070,403435.72
624110020,705765.06
2407000145,207135.39
1890000225,876452.2
1320069271,333468.3
5490700085,332201.8
263000155,501475.4
3726800201,422483.06
5153200358,267815.5
2725079018,763778.06
7165700200,303369.25
9429000170,533870.8
8718500075,353779.53
1760650950,294695.8
1068000559,1225097.5
4113800500,540031.06
4077800507,502212.94
2725069150,730323.0
4008400035,699115.7
7016310270,407953.12
1432701230,235559.56
3278606050,371702.03
2473350710,410294.56
2185000685,160973.81
7792000025,359856.62
6868200029,492844.1
624069003,716522.5
7431500280,835421.25
3296000040,563946.2
1118001215,1621719.0
6453900040,786311.44
333100209,691455.25
34001765,635196.06
8946700100,373994.06
5561401210,652141.6
6671900095,416672.72
3275850020,678798.1
3876300600,431315.3
1450900020,253941.55
8562780280,315946.1
7663700973,328207.56
2126049032,366744.25
1823059159,156794.39
3438503426,276523.6
9297301495,523423.97
7140700850,366419.12
7942601805,700547.3
2555900030,342836.66
2887970040,297040.56
7419700010,565800.4
2239000011,354001.94
9283800050,433067.03
9407001340,280158.3
217500140,541772.5
7212660520,254422.72
3298201170,291917.38
3057000400,271996.44
6865200444,444997.84
6071600340,508655.53
6821600005,692585.75
1235100371,761773.25
7796450340,354026.6
3603000410,166102.55
9297300255,490026.0
9126100850,488951.4
2770601462,451909.88
2599001500,226561.1
1102000095,664692.7
1853080640,900379.06
9551201585,781401.56
3438500796,293641.8
7518504291,531168.56
9269200340,469733.62
715010130,1813750.2
1982201485,496024.1
9526500080,377667.12
9277200180,463070.7
6669150280,288111.4
8917100153,588854.06
3760500516,1142059.0
2725069050,923998.1
3332000091,311645.5
8562770080,581506.6
8151601190,245776.95
8563040160,568465.75
240000269,751220.75
4307350200,338662.84
1311910300,259446.97
3574900030,519475.47
7853230570,436751.34
320069049,354929.2
9839301060,617642.56
7011201333,637000.75
2781320100,276815.94
3421069120,426696.66
7852030320,490206.4
5316101075,1877787.4
5309100750,522382.25
629000730,854496.56
511700170,308599.53
1562100030,495000.53
2489200230,575547.44
524069116,484086.12
5315100737,960926.1
1868900675,843292.25
1608000120,360732.8
705700240,352433.22
7575600610,278027.94
1778500015,753805.0
5423500240,206568.62
6713700025,329009.84
2734100734,499053.72
301402280,199383.34
2113700205,287841.97
4114601570,2959295.5
3332000615,327073.66
3630050180,343171.94
6852700520,509643.16
6870310010,637228.6
6163900981,304894.88
393000142,372656.1
1771100130,325238.78
1442860160,448325.5
9191200435,578767.94
6788200800,950936.4
1115300070,636281.9
3176600105,635886.4
2770604665,538546.75
5469500580,470385.44
5680000545,449938.6
3424089119,544369.9
1328300180,320449.34
1773100922,362278.7
4123830480,343424.03
9808610190,1038201.7
4250200140,270985.38
4217402115,3686086.5
3831250350,382117.88
2397101055,776957.94
6817850110,824708.56
7526800200,600256.4
7853370100,669788.44
2523089025,1123975.6
9476200680,277969.62
5714200140,398812.38
3575304895,495831.6
263000018,498564.22
8080400177,426404.56
6450304130,337248.6
514500090,641550.6
9477000300,473457.06
853600310,1289907.4
1951600240,198453.78
1099900120,340804.47
5323100120,527983.75
1223089016,457738.6
522059172,252677.38
1930300190,679024.75
9542840410,304277.9
8665050530,472651.34
5592900205,462725.03
5450300010,632139.44
2459960030,337823.84
3331500455,563537.56
3432500705,410867.4
3702900165,286202.1
5249803550,501641.4
626049058,420782.97
1788900380,178396.62
8075400360,244084.86
9113200250,690248.9
2738640040,687464.1
7821200307,442856.9
3530440140,246165.4
3582700130,444045.7
9276200569,693171.9
7197800020,544918.4
686200490,501546.2
3501600100,431938.94
6383000690,586698.25
7604400150,314534.0
